"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
0.829817173358657	0.768998119183733	-0.0948413565973551	-0.424660555532441	1.46569738178826	0.0590003170188364	-1.23793896824479	-0.569555748980941	-0.264493895080233	0.669884557933859
-1.95760817208798	2.09538315304263	0.653479884393728	1.02257922185245	-0.29140752059648	2.64464010669039	-0.600365007057058	0.0146306050755747	-0.524468021836352	0.455380804560279
-1.22094121688469	1.14793974616315	-1.66310295966513	-1.23098005261958	-1.0534120926904	0.0134680518109233	1.42027469113734	0.622332785375264	-1.21205355777131	-1.16652863319936
-0.653513696159376	0.811169376114242	0.823702325173841	-0.0889106967329663	-0.863863050667279	0.347645048618593	1.17738918838684	0.0277740566583352	-0.0245608091134934	-1.09250407606117
-0.151319732013186	0.604520964959737	-0.219318272358479	-1.11054831329394	0.207085664959339	-1.30163731318082	-0.944082941326768	1.73006963249906	-0.186445314226517	0.885030633450428
-0.575692597965097	-0.936143506505964	0.227467882824427	0.482809980310711	-1.71785019974087	-0.642611921229026	-0.0460419211835522	-0.148758910090373	0.273218465098766	0.769958052904522
-0.327648116909675	2.03016626139433	0.3103067351326	-0.0637124269629976	0.212325373299135	0.813344843457991	1.12193767424007	-1.69174698816661	-1.095624458479	-0.829200415164225
0.661882046524056	-0.801932012791419	-0.296005673849031	0.0814243467274354	-0.484604205030306	-0.338046352516321	1.59852175922213	-1.67822013896546	2.14532219077743	1.56791989664438
-0.0490120903612853	1.18274688577796	0.648394551707079	-0.299758561430748	1.69848216508902	0.100812031484224	-0.602774409020373	-0.629557827384966	0.567861075726596	2.03583395099113
-0.480046227090489	-1.27335943786876	-1.12190848648537	-0.202730483692472	0.326309915287838	-0.216476488393852	-0.232753585490171	0.5132835634712	-0.236584407710002	-0.545976000755187
2.06295076144614	-0.220740538960026	-0.869585358935153	0.934175899146654	0.0380984684116022	-0.372820388201627	-0.851097328603071	-0.0649583521403277	-0.705386871091637	-0.787754132007044
-1.66543807653332	0.342931806324774	0.144988557605584	-2.21594288312305	-1.2404954419887	-1.52885549369913	1.13533497910282	1.09216181088279	-0.882195493488488	1.22488561022091
0.419089140481157	-0.0916320385788994	0.551417770518726	-0.777478803540235	-0.94416075144	-0.522924367941522	-1.7260360304027	0.0800264939639828	1.01837779792028	0.4219053714189
1.87716137381008	-0.510675784088098	-0.296249175474688	2.36084698057393	-1.19260517884627	0.0534020559435483	-0.217661158186812	0.788706940118387	0.649445891326827	2.42891092839456
-0.18921452408161	0.226901905353207	0.278640917391691	1.32158706752157	1.30404744424186	0.584406195805427	0.128425196415538	-1.17025302604751	0.85769364330764	0.972189288984034
0.985821223329317	-0.69986225490299	1.23708336319069	-2.34817092084823	0.188147745597507	2.44754858908334	0.650039318192811	-0.730426933636821	-0.20401404270957	-0.253029213331295
-0.625366107851362	0.272666621802765	-0.0233205203387893	-0.242874925843945	0.937968573089057	-0.472047891833631	0.374981327368586	-1.29754199909849	-2.6315793897732	-0.038069273658669
0.716041213227702	-0.567218682780194	-0.931435669255445	-0.321522331188383	-1.77646408385971	-0.978831726611692	1.29653369152497	0.613988820475714	-2.61519629207876	0.270035448186439
0.271416003243757	0.157062144759558	-0.699637262194771	-0.0297483226664698	-0.595113619603459	0.510188386801386	-0.865975422891103	0.29065578592156	-0.110343820648027	1.20942219439088
-0.771636793040421	-0.755008216453464	-0.670531034033117	0.509550028724313	-2.03461549927901	-0.596140748553147	0.435139198098341	-0.110097883352918	-0.759743937877793	-1.53217048225126
0.806242503091707	0.389290626512152	1.38014145237708	-0.0358614379521227	-1.26401680067543	-0.0898577959166201	0.352403463628968	0.515794677506601	-0.785843581069196	-0.557711046902694
-0.924965247985606	-1.4041682004965	0.989445088768412	-0.554024243890056	0.306260027879318	-1.48883033199101	0.0835440557754933	1.14635466490218	0.0651922752038622	1.57228776648916
0.37605616841604	0.441936516700983	0.398380809841034	-1.20137041398662	-0.599273276290868	0.474204910323935	-0.725735379823114	-0.016521425013598	0.260327663175979	-0.838646565414704
0.255123417808539	-0.0251262448562918	-0.772133570703463	-0.455435261076243	-0.354387212185734	-1.43815160960398	-0.214697094580033	1.40521957480243	0.695850578624349	0.370081848550363
1.04899284974951	0.276160213284255	-0.708852337125227	-0.333613975545122	-0.508777995958525	-0.690128558293928	1.53101027852733	-0.0810442291799696	-0.949236395847099	0.709610903872638
-0.0658254702943603	0.387533471281202	1.50066762844984	0.555215538499187	0.434353756969763	0.601288245745876	0.202838927560513	1.18153649885027	-0.827233674061279	-0.0936436656212867
-0.740509029517195	-0.114751357197433	-2.40659349431903	-0.495430175212479	0.403420967510344	-0.0296112815349049	-1.18564365936088	-0.932058158688717	1.00146559914244	0.0725770694252307
0.763891502476614	0.717530026695582	0.75833489869324	1.10594177292963	0.903624561914078	-0.691481533332453	-0.869718552289033	0.874741842798244	1.10823122870406	0.955063124682872
-1.32574922949354	-1.3345856372201	1.71201835796831	0.249403759308498	-0.0668064274005427	-0.872867966826083	1.73118951754596	0.23925052837424	0.192201504564404	0.0930765828757596
-0.576350069199634	1.6154976163185	1.62760842917481	0.257978482587151	0.194195525271614	0.59504797573393	0.051637377556873	-1.4157540728079	-1.14597391000771	-0.0840101541597444
0.314715603795164	-2.09416004151532	-0.173524190739774	1.53722197858623	-0.635045043379846	-0.775426534807422	0.998210833345871	1.08639189921627	1.37355127820778	0.0557913343536856
-0.074356210919334	-0.197112618439203	0.120149172347068	0.842940040608763	-0.132396533422198	-2.27343013991335	0.0855198400233291	-0.441939872063455	0.86546440986326	-1.19583821240322
0.262458847148656	0.564497484946552	-0.762844626255858	2.91229669295041	1.21679001521691	1.38317712712651	0.737387076326837	0.947751891088083	0.640699076691605	0.96578887855646
-0.186927241380204	0.292142941047513	-0.205681132024372	-0.806688367847314	1.34622242000791	-1.54302757183964	-0.938120756375996	1.36528475756632	-0.669912266739835	-0.876450928065078
0.433239030649876	0.110401413111014	-0.481042217209983	-0.526003430957543	0.967117424735976	-0.867903264576785	-0.261628878024042	-0.555116881553314	-1.0171179151879	0.459323655592635
1.57151915116161	-0.464636913744013	-0.706244465811981	0.241660756268698	1.01347946144466	-0.124201266020966	0.161442743751771	1.03644448924452	0.797244761203277	-0.779938053274487
-0.0105168252349987	-0.075817616323449	1.36916728547941	-1.50465679897321	-0.268378653904571	-1.77473624582631	0.745601064907539	1.75860725513571	0.51748434572851	0.171747280646501
1.46659944225782	-0.088113288084455	0.369937679742246	0.752746749618315	-0.585843689999434	-0.358284759527805	0.610444978681725	1.46668007618466	0.0365371726146854	-1.41675722018103
0.536857182145389	-1.07535687643108	-1.20111879119436	1.51576340246323	-0.17519952945988	-0.4520692330982	-0.980552018518019	-0.261877840266913	-1.01237304088717	-1.98558877344138
1.05795842757513	-1.5259028919733	0.933065730967458	0.251946565596698	0.554954439155131	-0.25586017968806	0.565640519611153	-0.0823024497691542	1.04992678983355	-1.05441083751653
0.918214494576587	-1.3722307810673	1.28747586039156	-1.38308229195984	-0.198526915236633	1.95095178709412	-1.79940124310589	0.876631108370386	-0.373399099853816	-1.11528545298607
